1	Then Job answered the LORD, and said,
Psalm 55:6	And I said, Oh that I had wings like a dove! for then would I fly away, and be at rest.
Psalm 55:7	See, then would I wander far off, and remain in the wilderness. Selah.
Psalm 55:8	I would hasten my escape from the windy storm and tempest.
Psalm 55:9	Destroy, O Lord, and divide their tongues: for I have seen violence and strife in the city.
Psalm 55:10	Day and night they go about it on the walls thereof: mischief also and sorrow are in the middle of it.
Psalm 55:11	Wickedness is in the middle thereof: deceit and guile depart not from her streets.
Psalm 55:12	For it was not an enemy that reproached me; then I could have borne it: neither was it he that hated me that did magnify himself against me; then I would have hid myself from him:
Psalm 55:13	But it was you, a man my equal, my guide, and my acquaintance.
Psalm 55:14	We took sweet counsel together, and walked to the house of God in company.
Psalm 55:15	Let death seize on them, and let them go down quick into hell: for wickedness is in their dwellings, and among them.
Psalm 55:16	As for me, I will call on God; and the LORD shall save me.
Psalm 55:17	Evening, and morning, and at noon, will I pray, and cry aloud: and he shall hear my voice.
Psalm 55:18	He has delivered my soul in peace from the battle that was against me: for there were many with me.
Psalm 55:19	God shall hear, and afflict them, even he that stays of old. Selah. Because they have no changes, therefore they fear not God.
Psalm 55:20	He has put forth his hands against such as be at peace with him: he has broken his covenant.
Psalm 55:21	The words of his mouth were smoother than butter, but war was in his heart: his words were softer than oil, yet were they drawn swords.
Psalm 55:22	Cast your burden on the LORD, and he shall sustain you: he shall never suffer the righteous to be moved.
Psalm 55:23	But you, O God, shall bring them down into the pit of destruction: bloody and deceitful men shall not live out half their days; but I will trust in you.
Psalm 56:1	Be merciful to me, O God: for man would swallow me up; he fighting daily oppresses me.
Psalm 56:2	My enemies would daily swallow me up: for they be many that fight against me, O you most High.
Psalm 56:3	What time I am afraid, I will trust in you.
Psalm 56:4	In God I will praise his word, in God I have put my trust; I will not fear what flesh can do to me.
Psalm 56:5	Every day they wrest my words: all their thoughts are against me for evil.
Psalm 56:6	They gather themselves together, they hide themselves, they mark my steps, when they wait for my soul.
Psalm 56:7	Shall they escape by iniquity? in your anger cast down the people, O God.
Psalm 56:8	You tell my wanderings: put you my tears into your bottle: are they not in your book?
Psalm 56:9	When I cry to you, then shall my enemies turn back: this I know; for God is for me.
Psalm 56:10	In God will I praise his word: in the LORD will I praise his word.
Psalm 56:11	In God have I put my trust: I will not be afraid what man can do to me.
Psalm 56:12	Your vows are on me, O God: I will render praises to you.
Psalm 56:13	For you have delivered my soul from death: will not you deliver my feet from falling, that I may walk before God in the light of the living?
Psalm 57:1	Be merciful to me, O God, be merciful to me: for my soul trusts in you: yes, in the shadow of your wings will I make my refuge, until these calamities be over.
Psalm 57:2	I will cry to God most high; to God that performes all things for me.
Psalm 57:3	He shall send from heaven, and save me from the reproach of him that would swallow me up. Selah. God shall send forth his mercy and his truth.
Psalm 57:4	My soul is among lions: and I lie even among them that are set on fire, even the sons of men, whose teeth are spears and arrows, and their tongue a sharp sword.
Psalm 57:5	Be you exalted, O God, above the heavens; let your glory be above all the earth.
Psalm 57:6	They have prepared a net for my steps; my soul is bowed down: they have dig a pit before me, into the middle whereof they are fallen themselves. Selah.
Psalm 57:7	My heart is fixed, O God, my heart is fixed: I will sing and give praise.
Psalm 57:8	Awake up, my glory; awake, psaltery and harp: I myself will awake early.
Psalm 57:9	I will praise you, O Lord, among the people: I will sing to you among the nations.
Psalm 57:10	For your mercy is great to the heavens, and your truth to the clouds.
Psalm 57:11	Be you exalted, O God, above the heavens: let your glory be above all the earth.
Psalm 58:1	Do you indeed speak righteousness, O congregation? do you judge uprightly, O you sons of men?
Psalm 58:2	Yes, in heart you work wickedness; you weigh the violence of your hands in the earth.
Psalm 58:3	The wicked are estranged from the womb: they go astray as soon as they be born, speaking lies.
Psalm 58:4	Their poison is like the poison of a serpent: they are like the deaf adder that stops her ear;
Psalm 58:5	Which will not listen to the voice of charmers, charming never so wisely.
Psalm 58:6	Break their teeth, O God, in their mouth: break out the great teeth of the young lions, O LORD.
Psalm 58:7	Let them melt away as waters which run continually: when he bends his bow to shoot his arrows, let them be as cut in pieces.
Psalm 58:8	As a snail which melts, let every one of them pass away: like the untimely birth of a woman, that they may not see the sun.
Psalm 58:9	Before your pots can feel the thorns, he shall take them away as with a whirlwind, both living, and in his wrath.
Psalm 58:10	The righteous shall rejoice when he sees the vengeance: he shall wash his feet in the blood of the wicked.
Psalm 58:11	So that a man shall say, Truly there is a reward for the righteous: truly he is a God that judges in the earth.
Psalm 59:1	Deliver me from my enemies, O my God: defend me from them that rise up against me.
Psalm 59:2	Deliver me from the workers of iniquity, and save me from bloody men.
Psalm 59:3	For, see, they lie in wait for my soul: the mighty are gathered against me; not for my transgression, nor for my sin, O LORD.
Psalm 59:4	They run and prepare themselves without my fault: awake to help me, and behold.
Psalm 59:5	You therefore, O LORD God of hosts, the God of Israel, awake to visit all the heathen: be not merciful to any wicked transgressors. Selah.
Psalm 59:6	They return at evening: they make a noise like a dog, and go round about the city.
Psalm 59:7	Behold, they belch out with their mouth: swords are in their lips: for who, say they, does hear?
Psalm 59:8	But you, O LORD, shall laugh at them; you shall have all the heathen in derision.
Psalm 59:9	Because of his strength will I wait on you: for God is my defense.
Psalm 59:10	The God of my mercy shall prevent me: God shall let me see my desire on my enemies.
Psalm 59:11	Slay them not, lest my people forget: scatter them by your power; and bring them down, O Lord our shield.
Psalm 59:12	For the sin of their mouth and the words of their lips let them even be taken in their pride: and for cursing and lying which they speak.
Psalm 59:13	Consume them in wrath, consume them, that they may not be: and let them know that God rules in Jacob to the ends of the earth. Selah.
Psalm 59:14	And at evening let them return; and let them make a noise like a dog, and go round about the city.
Psalm 59:15	Let them wander up and down for meat, and grudge if they be not satisfied.
Psalm 59:16	But I will sing of your power; yes, I will sing aloud of your mercy in the morning: for you have been my defense and refuge in the day of my trouble.
Psalm 59:17	To you, O my strength, will I sing: for God is my defense, and the God of my mercy.
Psalm 60:1	O God, you have cast us off, you have scattered us, you have been displeased; O turn yourself to us again.
Psalm 60:2	You have made the earth to tremble; you have broken it: heal the breaches thereof; for it shakes.
Psalm 60:3	You have showed your people hard things: you have made us to drink the wine of astonishment.
Psalm 60:4	You have given a banner to them that fear you, that it may be displayed because of the truth. Selah.
Psalm 60:5	That your beloved may be delivered; save with your right hand, and hear me.
Psalm 60:6	God has spoken in his holiness; I will rejoice, I will divide Shechem, and mete out the valley of Succoth.
Psalm 60:7	Gilead is mine, and Manasseh is mine; Ephraim also is the strength of my head; Judah is my lawgiver;
Psalm 60:8	Moab is my wash pot; over Edom will I cast out my shoe: Philistia, triumph you because of me.
Psalm 60:9	Who will bring me into the strong city? who will lead me into Edom?
Psalm 60:10	Will not you, O God, which had cast us off? and you, O God, which did not go out with our armies?
