1	Then Job answered Yahweh,
Psalm 55:19	God, who is enthroned forever, will hear, and answer them. Selah. They never change, who don’t fear God.
Psalm 55:20	He raises his hands against his friends. He has violated his covenant.
Psalm 55:21	His mouth was smooth as butter, but his heart was war. His words were softer than oil, yet they were drawn swords.
Psalm 55:22	Cast your burden on Yahweh, and he will sustain you. He will never allow the righteous to be moved.
Psalm 55:23	But you, God, will bring them down into the pit of destruction. Bloodthirsty and deceitful men shall not live out half their days, but I will trust in you.
Psalm 56:1	For the Chief Musician. To the tune of “Silent Dove in Distant Lands.” A poem by David, when the Philistines seized him in Gath. Be merciful to me, God, for man wants to swallow me up. All day long, he attacks and oppresses me.
Psalm 56:2	My enemies want to swallow me up all day long, for they are many who fight proudly against me.
Psalm 56:3	When I am afraid, I will put my trust in you.
Psalm 56:4	In God, I praise his word. In God, I put my trust. I will not be afraid. What can flesh do to me?
Psalm 56:5	All day long they twist my words. All their thoughts are against me for evil.
Psalm 56:6	They conspire and lurk, watching my steps, they are eager to take my life.
Psalm 56:7	Shall they escape by iniquity? In anger cast down the peoples, God.
Psalm 56:8	You number my wanderings. You put my tears into your bottle. Aren’t they in your book?
Psalm 56:9	Then my enemies shall turn back in the day that I call. I know this, that God is for me.
Psalm 56:10	In God, I will praise his word. In Yahweh, I will praise his word.
Psalm 56:11	I have put my trust in God. I will not be afraid. What can man do to me?
Psalm 56:12	Your vows are on me, God. I will give thank offerings to you.
Psalm 56:13	For you have delivered my soul from death, and prevented my feet from falling, that I may walk before God in the light of the living.
Psalm 57:1	For the Chief Musician. To the tune of “Do Not Destroy.” A poem by David, when he fled from Saul, in the cave. Be merciful to me, God, be merciful to me, for my soul takes refuge in you. Yes, in the shadow of your wings, I will take refuge, until disaster has passed.
Psalm 57:2	I cry out to God Most High, to God who accomplishes my requests for me.
Psalm 57:3	He will send from heaven, and save me, he rebukes the one who is pursuing me. Selah. God will send out his loving kindness and his truth.
Psalm 57:4	My soul is among lions. I lie among those who are set on fire, even the sons of men, whose teeth are spears and arrows, and their tongue a sharp sword.
Psalm 57:5	Be exalted, God, above the heavens! Let your glory be above all the earth!
Psalm 57:6	They have prepared a net for my steps. My soul is bowed down. They dig a pit before me. They fall into its midst themselves. Selah.
Psalm 57:7	My heart is steadfast, God, my heart is steadfast. I will sing, yes, I will sing praises.
Psalm 57:8	Wake up, my glory! Wake up, psaltery and harp! I will wake up the dawn.
Psalm 57:9	I will give thanks to you, Lord, among the peoples. I will sing praises to you among the nations.
Psalm 57:10	For your great loving kindness reaches to the heavens, and your truth to the skies.
Psalm 57:11	Be exalted, God, above the heavens. Let your glory be over all the earth.
Psalm 58:1	For the Chief Musician. To the tune of “Do Not Destroy.” A poem by David. Do you indeed speak righteousness, silent ones? Do you judge blamelessly, you sons of men?
Psalm 58:2	No, in your heart you plot injustice. You measure out the violence of your hands in the earth.
Psalm 58:3	The wicked go astray from the womb. They are wayward as soon as they are born, speaking lies.
Psalm 58:4	Their poison is like the poison of a snake; like a deaf cobra that stops its ear,
Psalm 58:5	which doesn’t listen to the voice of charmers, no matter how skillful the charmer may be.
Psalm 58:6	Break their teeth, God, in their mouth. Break out the great teeth of the young lions, Yahweh.
Psalm 58:7	Let them vanish as water that flows away. When they draw the bow, let their arrows be made blunt.
Psalm 58:8	Let them be like a snail which melts and passes away, like the stillborn child, who has not seen the sun.
Psalm 58:9	Before your pots can feel the heat of the thorns, he will sweep away the green and the burning alike.
Psalm 58:10	The righteous shall rejoice when he sees the vengeance. He shall wash his feet in the blood of the wicked;
Psalm 58:11	so that men shall say, “Most certainly there is a reward for the righteous. Most certainly there is a God who judges the earth.”
Psalm 59:1	For the Chief Musician. To the tune of “Do Not Destroy.” A poem by David, when Saul sent, and they watched the house to kill him. Deliver me from my enemies, my God. Set me on high from those who rise up against me.
Psalm 59:2	Deliver me from the workers of iniquity. Save me from the bloodthirsty men.
Psalm 59:3	For, behold, they lie in wait for my soul. The mighty gather themselves together against me, not for my disobedience, nor for my sin, Yahweh.
Psalm 59:4	I have done no wrong, yet they are ready to attack me. Rise up, behold, and help me!
Psalm 59:5	You, Yahweh God of Armies, the God of Israel, rouse yourself to punish the nations. Show no mercy to the wicked traitors. Selah.
Psalm 59:6	They return at evening, howling like dogs, and prowl around the city.
Psalm 59:7	Behold, they spew with their mouth. Swords are in their lips, “For,” they say, “who hears us?”
Psalm 59:8	But you, Yahweh, laugh at them. You scoff at all the nations.
Psalm 59:9	Oh, my Strength, I watch for you, for God is my high tower.
Psalm 59:10	My God will go before me with his loving kindness. God will let me look at my enemies in triumph.
Psalm 59:11	Don’t kill them, or my people may forget. Scatter them by your power, and bring them down, Lord our shield.
Psalm 59:12	For the sin of their mouth, and the words of their lips, let them be caught in their pride, for the curses and lies which they utter.
Psalm 59:13	Consume them in wrath. Consume them, and they will be no more. Let them know that God rules in Jacob, to the ends of the earth. Selah.
Psalm 59:14	At evening let them return. Let them howl like a dog, and go around the city.
Psalm 59:15	They shall wander up and down for food, and wait all night if they aren’t satisfied.
Psalm 59:16	But I will sing of your strength. Yes, I will sing aloud of your loving kindness in the morning. For you have been my high tower, a refuge in the day of my distress.
Psalm 59:17	To you, my strength, I will sing praises. For God is my high tower, the God of my mercy.
Psalm 60:1	For the Chief Musician. To the tune of “The Lily of the Covenant.” A teaching poem by David, when he fought with Aram Naharaim and with Aram Zobah, and Joab returned, and killed twelve thousand of Edom in the Valley of Salt. God, you have rejected us. You have broken us down. You have been angry. Restore us, again.
Psalm 60:2	You have made the land tremble. You have torn it. Mend its fractures, for it quakes.
Psalm 60:3	You have shown your people hard things. You have made us drink the wine that makes us stagger.
Psalm 60:4	You have given a banner to those who fear you, that it may be displayed because of the truth. Selah.
Psalm 60:5	So that your beloved may be delivered, save with your right hand, and answer us.
Psalm 60:6	God has spoken from his sanctuary: “I will triumph. I will divide Shechem, and measure out the valley of Succoth.
Psalm 60:7	Gilead is mine, and Manasseh is mine. Ephraim also is the defense of my head. Judah is my scepter.
Psalm 60:8	Moab is my wash basin. I will throw my shoe on Edom. I shout in triumph over Philistia.”
Psalm 60:9	Who will bring me into the strong city? Who has led me to Edom?
Psalm 60:10	Haven’t you, God, rejected us? You don’t go out with our armies, God.
Psalm 60:11	Give us help against the adversary, for the help of man is vain.
Psalm 60:12	Through God we shall do valiantly, for it is he who will tread down our adversaries.
Psalm 61:1	For the Chief Musician. For a stringed instrument. By David. Hear my cry, God. Listen to my prayer.
Psalm 61:2	From the end of the earth, I will call to you, when my heart is overwhelmed. Lead me to the rock that is higher than I.
Psalm 61:3	For you have been a refuge for me, a strong tower from the enemy.
Psalm 61:4	I will dwell in your tent forever. I will take refuge in the shelter of your wings. Selah.
Psalm 61:5	For you, God, have heard my vows. You have given me the heritage of those who fear your name.
Psalm 61:6	You will prolong the king’s life; his years shall be for generations.
Psalm 61:7	He shall be enthroned in God’s presence forever. Appoint your loving kindness and truth, that they may preserve him.
Psalm 61:8	So I will sing praise to your name forever, that I may fulfill my vows daily.
Psalm 62:1	For the Chief Musician. To Jeduthan. A Psalm by David. My soul rests in God alone. My salvation is from him.
Psalm 62:2	He alone is my rock and my salvation, my fortress—I will never be greatly shaken.
Psalm 62:3	How long will you assault a man, would all of you throw him down, Like a leaning wall, like a tottering fence?
Psalm 62:4	They fully intend to throw him down from his lofty place. They delight in lies. They bless with their mouth, but they curse inwardly. Selah.
Psalm 62:5	My soul, wait in silence for God alone, for my expectation is from him.
Psalm 62:6	He alone is my rock and my salvation, my fortress. I will not be shaken.
